2024-06-08 15:58:18,873: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-08 15:58:20,993: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-06-08 15:58:20,996: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-08 15:58:20,997: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-06-08 15:58:20,997: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-08 15:58:21,001: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 15:58:20[0m
2024-06-08 15:58:21,001: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:21,022: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,267: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-06-08 15:58:22,272: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,273: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,273: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,274: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,275: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-08 15:58:22,275: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-08 15:58:22,276: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-06-08 15:58:22,277: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-06-08 15:58:22,286: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 15:58:22,288: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-06-08 15:58:22,288: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-06-08 15:58:22,291: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-08 15:58:22,291: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,291: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,292: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,294: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,302: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,302: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,303: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,304: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,304: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,305: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,307: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-08 15:58:22,308: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,308: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,309: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,310: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,310: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,315: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,317: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-08 15:58:22,317: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-06-08 15:58:22,318: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,318: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,319: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,320: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,320: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,323: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,326: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-06-08 15:58:22,326: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,329: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,335: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-08 15:58:22,335: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,336: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,337: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,339: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,339: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,340: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,342: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-06-08 15:58:22,342: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-08 15:58:22,354: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,354: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,356: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,357: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,357: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,357: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,358: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,358: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,359: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,360: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,367: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 15:58:22,371: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-06-08 15:58:22,371: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-06-08 15:58:22,373: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,374: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,375: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,376: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,376: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,376: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,379: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,382: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,383: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,385: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,389: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 15:58:22,390: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-06-08 15:58:22,391: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-06-08 15:58:22,394: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,394: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,400: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,401: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,402: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,402: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,403: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,404: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,404: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,405: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,407: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 15:58:22,408: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-06-08 15:58:22,408: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-06-08 15:58:22,415: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,415: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,418: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,419: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,419: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,419: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,420: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,421: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,421: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,422: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,424: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 15:58:22,425: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-06-08 15:58:22,426: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-06-08 15:58:22,437: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,438: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,439: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,440: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 15:58:22[0m
2024-06-08 15:58:22,440: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,440: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,441: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 15:58:22,441: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 15:58:22,442: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
