2024-06-08 16:11:48,947: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-08 16:11:51,673: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-06-08 16:11:51,677: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-08 16:11:51,678: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-06-08 16:11:51,678: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-08 16:11:51,684: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 16:11:51[0m
2024-06-08 16:11:51,685: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:51,714: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,856: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-06-08 16:11:55,868: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 16:11:55[0m
2024-06-08 16:11:55,868: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,872: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,874: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,875: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-08 16:11:55,875: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-08 16:11:55,875: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-06-08 16:11:55,875: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-06-08 16:11:55,886: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 16:11:55,893: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-06-08 16:11:55,893: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-06-08 16:11:55,903: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-08 16:11:55,904: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,904: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,906: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,906: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,907: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,908: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,914: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,914: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,916: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,916: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,916: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,918: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,923: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-08 16:11:55,924: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,924: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,927: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,931: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,932: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,934: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,936: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-08 16:11:55,936: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-06-08 16:11:55,936: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,936: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,937: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,938: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,938: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,939: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,941: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-06-08 16:11:55,942: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,946: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,948: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-08 16:11:55,948: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,949: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,950: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,950: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,951: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,953: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,957: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-06-08 16:11:55,957: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-08 16:11:55,966: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 16:11:55[0m
2024-06-08 16:11:55,967: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,969: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,971: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 16:11:55[0m
2024-06-08 16:11:55,972: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,973: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,974: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,974: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,974: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,976: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,984: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 16:11:55,988: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-06-08 16:11:55,988: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-06-08 16:11:55,991: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 16:11:55[0m
2024-06-08 16:11:55,991: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,993: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:55,997: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 16:11:55[0m
2024-06-08 16:11:55,997: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:55,998: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,001: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,002: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:56,002: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,003: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,005: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 16:11:56,007: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-06-08 16:11:56,007: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-06-08 16:11:56,015: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 16:11:56[0m
2024-06-08 16:11:56,015: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,022: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,023: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-08 16:11:56[0m
2024-06-08 16:11:56,024: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:56,024: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,028: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,032: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-08 16:11:56,033: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,035: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,037: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-08 16:11:56,040: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-06-08 16:11:56,040: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-06-08 16:11:56,048: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-08 16:11:56[0m
2024-06-08 16:11:56,048: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-08 16:11:56,051: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
